# Operational distributed loads, long format (time x station)
# Source     : demo amplitudes scaled in time. Spatial grid aligned with
#              blade_spanwise_distribution.dat (spanwise_pos, radial_pos).
# Convention : SI units (s, m, N, N*m). Per-unit-span quantities use "/m".
# Datum      : section frame; q_y is flapwise, q_z is edgewise, m_x is twist per unit span.
# Layout     : long format. Each row is one (t, z) sample; t advances slowest.
#
# Schema (in column order):
#   t_s            [s]       time
#   spanwise_pos   [m]       spanwise position z
#   radial_pos     [m]       radial position r from rotor centre
#   q_y_Npm        [N/m]     distributed flapwise force per unit span
#   q_z_Npm        [N/m]     distributed edgewise force per unit span
#   m_x_Nmpm       [N*m/m]   distributed twisting moment per unit span
#
# units: s, m, m, N/m, N/m, N*m/m
       t_s   spanwise_pos     radial_pos          q_y_Npm          q_z_Npm         m_x_Nmpm
    78.500       5.390000     6.76500000         -409.206         -328.428          -86.840
    78.500       5.445000     6.82000000         -403.722         -324.448          -85.863
    78.500       5.500000     6.87500000         -398.256         -320.477          -84.886
    78.500       5.555000     6.93000000         -392.808         -316.513          -83.911
    78.500       5.610000     6.98500000         -387.378         -312.557          -82.935
    78.500       5.665000     7.04000000         -381.967         -308.609          -81.961
    78.500       5.720000     7.09500000         -376.574         -304.670          -80.987
    78.500       5.775000     7.15000000         -371.201         -300.739          -80.014
    78.500       5.830000     7.20500000         -365.846         -296.816          -79.041
    78.500       5.885000     7.26000000         -360.511         -292.902          -78.069
    78.500       5.940000     7.31500000         -355.196         -288.996          -77.098
    78.500       5.995000     7.37000000         -349.900         -285.099          -76.128
    78.500       6.050000     7.42500000         -344.625         -281.211          -75.158
    78.500       6.105000     7.48000000         -339.370         -277.332          -74.189
    78.500       6.160000     7.53500000         -334.135         -273.462          -73.221
    78.500       6.215000     7.59000000         -328.921         -269.602          -72.254
    78.500       6.270000     7.64500000         -323.728         -265.750          -71.287
    78.500       6.325000     7.70000000         -318.556         -261.908          -70.321
    78.500       6.380000     7.75500000         -313.405         -258.076          -69.356
    78.500       6.435000     7.81000000         -308.277         -254.253          -68.392
    78.500       6.490000     7.86500000         -303.170         -250.440          -67.429
    78.500       6.545000     7.92000000         -298.086         -246.638          -66.466
    78.500       6.600000     7.97500000         -293.025         -242.845          -65.505
    78.500       6.655000     8.03000000         -287.986         -239.063          -64.544
    78.500       6.710000     8.08500000         -282.971         -235.291          -63.584
    78.500       6.765000     8.14000000         -277.979         -231.530          -62.625
    78.500       6.820000     8.19500000         -273.011         -227.780          -61.667
    78.500       6.875000     8.25000000         -268.068         -224.040          -60.710
    78.500       6.930000     8.30500000         -263.149         -220.312          -59.754
    78.500       6.985000     8.36000000         -258.255         -216.596          -58.799
    78.500       7.040000     8.41500000         -253.387         -212.891          -57.844
    78.500       7.095000     8.47000000         -248.544         -209.197          -56.891
    78.500       7.150000     8.52500000         -243.728         -205.516          -55.939
    78.500       7.205000     8.58000000         -238.939         -201.847          -54.988
    78.500       7.260000     8.63500000         -234.176         -198.191          -54.038
    78.500       7.315000     8.69000000         -229.441         -194.547          -53.089
    78.500       7.370000     8.74500000         -224.735         -190.916          -52.141
    78.500       7.425000     8.80000000         -220.056         -187.299          -51.195
    78.500       7.480000     8.85500000         -215.407         -183.695          -50.249
    78.500       7.535000     8.91000000         -210.788         -180.105          -49.305
    78.500       7.590000     8.96500000         -206.199         -176.529          -48.362
    78.500       7.645000     9.02000000         -201.641         -172.967          -47.420
    78.500       7.700000     9.07500000         -197.115         -169.420          -46.480
    78.500       7.755000     9.13000000         -192.620         -165.889          -45.541
    78.500       7.810000     9.18500000         -188.159         -162.373          -44.603
    78.500       7.865000     9.24000000         -183.731         -158.873          -43.667
    78.500       7.920000     9.29500000         -179.338         -155.389          -42.732
    78.500       7.975000     9.35000000         -174.980         -151.922          -41.799
    78.500       8.030000     9.40500000         -170.658         -148.473          -40.867
    78.500       8.085000     9.46000000         -166.374         -145.041          -39.937
    78.500       8.140000     9.51500000         -162.127         -141.628          -39.009
    78.500       8.195000     9.57000000         -157.920         -138.233          -38.082
